no,card_no,EN_name,KR_name,base_ex,dir,lo_1st,lo_2st,lo_3st,mo_1st,mo_2st,mo_3st,wo_1st,wo_2st,wo_3st
119,마이너,swords 6,소드 6,"나아가지 못하는, 발이 묶인, 갈 길을 잃은, 미련",역방향,Six of Swords (검의 여섯): 과거에는 변화나 진전을 찾기 어려웠을 수 있습니다. 이로 인해 현재의 관계나 상황에서 이동이나 진전에 대한 어려움을 겪을 수 있습니다.,"소드 6 - Six of Swords (소드의 식스):역방향으로 나온 이 카드는 당신이나 상대방이 현재 과거의 문제나 어려움에서 벗어나지 못하고 있는 것을 나타냅니다. 이동이나 변화가 느릴 수 있으며, 과거의 짐이 여전히 뒤로 당겨지고 있을 수 있습니다. 이 카드는 새로운 시작을 향한 여정에서의 어려움을 시사합니다.","Six of Swords (소드의 여섯): 역방향으로 나온 경우, 관계에서의 이동이나 진전이 지연될 수 있습니다. 과거의 문제가 아직 해결되지 않았을 수 있으며, 새로운 시작이나 변화를 실현하기 어려울 수 있습니다.",1st소드 6역돈,2st소드 6역돈,3st소드 6역돈,1st소드 6역일,2st소드 6역일,3st소드 6역일
120,마이너,swords 7,소드 7,"불안정한, 주의 깊어지는, 뒤통수 맞는, 피해를 입는, 배신",역방향,Seven of Swords (검의 일곱): 당신이 과거에는 속임수나 속임수에 매달렸을 수 있습니다. 이로 인해 현재의 관계나 상황에서 불신이나 배신에 대한 두려움을 경험할 수 있습니다.,"소드 7 - Seven of Swords (소드의 세븐):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 속임수나 배신으로부터 벗어나고 있는 것을 나타냅니다. 이전에 경험한 배신이나 속임수에서 배움을 얻고, 더 이상 같은 실수를 반복하지 않으려는 결심을 내릴 수 있습니다. 이 카드는 미래를 위한 새로운 신뢰와 확신의 시작을 시사합니다.","Seven of Swords (소드의 일곱): 이 카드가 역방향으로 나오면, 속임수나 배반에 대한 악영향이 줄어들거나 사라질 수 있습니다. 관계에서의 배신이나 속임수에 대한 위험이 감소할 수 있으며, 정직과 진실성을 더욱 중요시하게 될 수 있습니다.",1st소드 7역돈,2st소드 7역돈,3st소드 7역돈,1st소드 7역일,2st소드 7역일,3st소드 7역일
121,마이너,swords 8,소드 8,"상황에서 벗어나는, 상황을 바라보는, 위험 무시, 게으름",역방향,Eight of Swords (검의 여덟): 과거에는 제약이나 한계를 경험했을 수 있습니다. 이로 인해 현재의 관계나 상황에서 제한이나 감정적인 억압을 경험할 수 있습니다.,"소드 8 - Eight of Swords (소드의 에잇):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재의 제한과 감옥에서 벗어나고 있는 것을 나타냅니다. 제한적인 상황이나 제약이 해소되고 자유롭게 움직일 수 있는 상태로 나아가고 있습니다. 이 카드는 자유와 해방을 향한 진정한 발전의 시작을 나타냅니다.","Eight of Swords (소드의 여덟): 소드 묶음의 여덟 번째 카드가 역방향으로 나오면, 관계에서의 감정적인 복잡성이 줄어들거나 해소될 수 있습니다. 관계에서의 제약이나 갈등이 해결되어 자유롭게 행동할 수 있을 수 있습니다.",1st소드 8역돈,2st소드 8역돈,3st소드 8역돈,1st소드 8역일,2st소드 8역일,3st소드 8역일
122,마이너,swords 9,소드 9,"가까스로 면하는, 불확실, 생각이 현실이 되는",역방향,Nine of Swords (검의 아홉): 당신의 과거에는 불안이나 두려움에 시달렸을 수 있습니다. 이로 인해 현재의 관계나 상황에서 내적 갈등이나 불안을 경험할 수 있습니다.,"소드 9 - Nine of Swords (소드의 나인):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재의 불안과 스트레스에서 벗어나고 있는 것을 나타냅니다. 과거에 느꼈던 두려움과 불안이 해소되고, 내적 평화와 안정을 찾아가고 있는 중입니다. 이 카드는 새로운 희망과 긍정적인 변화의 시작을 시사합니다.","Nine of Swords (소드의 아홉): 소드 묶음의 아홉 번째 카드가 역방향으로 나온 경우, 과거의 두려움이나 걱정이 해소되고 내면의 평화를 찾을 수 있습니다. 관계에서의 불안정성이나 스트레스가 감소하고, 내적 안정감을 찾을 수 있습니다.",1st소드 9역돈,2st소드 9역돈,3st소드 9역돈,1st소드 9역일,2st소드 9역일,3st소드 9역일
123,마이너,swords 10,소드 10,"위험을 가까스로 벗어나는, 상황이 끝이 날 뻔한, 오해",역방향,Ten of Swords (검의 열): 과거에는 실패나 절망을 경험했을 수 있습니다. 이로 인해 현재의 상황에서 쾌거나 극복해야 할 어려움을 경험할 수 있습니다.,"소드 10 - Ten of Swords (소드의 텐):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 어둠과 절망의 상태에서 벗어나고 있는 것을 나타냅니다. 어둠의 끝에 희망의 빛이 보이고 있으며, 어려움을 극복하고 새로운 시작을 위한 준비를 하고 있는 중입니다. 이 카드는 새로운 시작과 긍정적인 전환의 가능성을 나타냅니다.","Ten of Swords (소드의 열): 이 카드가 역방향으로 나오면, 희망과 새로운 시작이 다가올 수 있음을 나타냅니다. 과거의 패배나 고통에서 벗어나고, 새로운 가능성을 마주할 수 있습니다. 관계에서의 종료나 끝내기의 고통이 완화될 수 있습니다.",1st소드 10역돈,2st소드 10역돈,3st소드 10역돈,1st소드 10역일,2st소드 10역일,3st소드 10역일
124,마이너,swords Page,소드 시종,"조급한, 성급한, 준비가 부족한, 타인을 무시하는",역방향,Page of Swords (검의 Page): 당신이 과거에는 지식이나 의사 표현에 대한 탐구를 충분히 하지 못했을 수 있습니다. 이로 인해 현재의 관계나 의사 소통에 어려움을 겪을 수 있습니다.,"소드 페이지 - Page of Swords (소드의 페이지):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 자신의 생각과 의사 표현에 어려움을 겪고 있는 것을 나타냅니다. 의사 표현이 불안하거나 부주의할 수 있으며, 의사 소통에 문제가 생길 수 있습니다. 이 카드는 더 나은 의사 소통과 명확한 생각을 추구해야 함을 상기시킵니다.","Page of Swords (소드의 신하): 연애에서 역방향으로 나오면, 자기 표현에 대한 어려움이나 의사 소통에 대한 부재가 나타날 수 있습니다. 관계에서의 소통이 부족하거나, 새로운 아이디어를 제안하는 데 어려움을 겪을 수 있습니다.",1st소드 시종역돈,2st소드 시종역돈,3st소드 시종역돈,1st소드 시종역일,2st소드 시종역일,3st소드 시종역일
125,마이너,swords Knight,소드 기사,"자만하는, 경솔한, 무모한, 사소한 실수들, 실패나 포기",역방향,Knight of Swords (검의 Knight): 과거에는 과도한 충동이나 급진적인 행동을 취했을 수 있습니다. 이로 인해 현재의 관계나 목표 설정에 영향을 줄 수 있습니다.,"소드 나이트 - Knight of Swords (소드의 나이트):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 과도한 충동이나 공격성을 보이고 있는 것을 나타냅니다. 지나치게 급한 결정이나 공격적인 행동으로 인해 문제가 발생할 수 있으며, 현재의 상황을 평가하고 신중한 행동이 필요합니다. 이 카드는 지나치게 강한 태도나 행동이 현재 상황을 악화시킬 수 있음을 경고합니다.","Knight of Swords (소드의 기사): 역방향으로 나온 경우, 과도한 충동이나 공격적인 태도를 조절하는 것이 중요해질 수 있습니다. 관계에서의 갈등이나 도전에 대처하는 방식을 조절하고, 더 조심스럽고 균형잡힌 태도를 취할 필요가 있습니다.",1st소드 기사역돈,2st소드 기사역돈,3st소드 기사역돈,1st소드 기사역일,2st소드 기사역일,3st소드 기사역일
126,마이너,swords Queen,소드 여왕,"불안정한, 의지가 꺾인, 권력의 남용, 비겁한, 고상한 척",역방향,Queen of Swords (검의 Queen): 당신이 과거에는 냉담하거나 비판적인 태도를 취했을 수 있습니다. 이로 인해 현재의 관계나 의사 소통에 영향을 줄 수 있습니다,"소드 퀸 - Queen of Swords (소드의 퀸):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 감정적으로 차가운 태도를 취하고 있는 것을 나타냅니다. 감정을 억누르거나 감정 표현을 꺼리는 경향이 있으며, 너무 냉담하거나 비판적인 태도를 보일 수 있습니다. 이 카드는 감정적인 연결을 찾고 상대방의 감정을 이해하는 데 노력해야 함을 상기시킵니다.","Queen of Swords (소드의 여왕): 이 카드가 역방향으로 나오면, 강한 의견이나 냉담한 태도가 완화될 수 있습니다. 관계에서의 엄격한 태도나 감정적인 거리감이 감소하고, 상대방과의 이해와 타협을 더 중요시할 수 있습니다.",1st소드 여왕역돈,2st소드 여왕역돈,3st소드 여왕역돈,1st소드 여왕역일,2st소드 여왕역일,3st소드 여왕역일
127,마이너,swords King,소드 왕,"신중하지 못한, 실패나 추락, 명예의 실추, 권력 남용",역방향,King of Swords (검의 King): 과거에는 객관적이거나 논리적인 태도를 과도하게 취했을 수 있습니다. 이로 인해 현재의 관계나 의사 소통에 영향을 줄 수 있습니다,"소드 킹 - King of Swords (소드의 킹):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 감정적으로 냉담하거나 무정한 태도를 취하고 있는 것을 나타냅니다. 감정적인 통제력이 부족하거나 감정 표현을 피하는 경향이 있으며, 논리적인 사고와 분석에 치우쳐져 있을 수 있습니다. 이 카드는 상황을 더 넓은 시각으로 바라보고 감정적인 측면도 고려해야 함을 상기시킵니다.","King of Swords (소드의 왕): 소드 묶음의 마지막 카드가 역방향으로 나오면, 지나치게 냉정하거나 무자비한 태도를 완화할 필요가 있습니다. 관계에서의 지혜와 이성을 유지하되, 감정적인 연결과 이해를 더욱 중요시해야 합니다.",1st소드 왕역돈,2st소드 왕역돈,3st소드 왕역돈,1st소드 왕역일,2st소드 왕역일,3st소드 왕역일
128,마이너,cups 1,성배 1,"행운의 시기가 지난, 행복감이 없는, 불만, 감정의 손실",역방향,Ace of Cups (사랑의 Ace): 당신의 과거에는 사랑이나 감정적인 측면에서 충족감을 느끼지 못했을 수 있습니다. 이로 인해 현재의 관계나 감정적인 상태에 영향을 줄 수 있습니다.,"성배 에이스 - Ace of Cups (성배의 에이스):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 감정적인 차단이나 억누름을 경험하고 있는 것을 나타냅니다. 감정적인 표현이 제한되거나 어려움을 겪을 수 있으며, 사랑과 감정의 흐름이 막힌 상태일 수 있습니다. 이 카드는 감정적인 자유와 표현을 찾기 위해 내면적인 탐색이 필요함을 나타냅니다.","Ace of Cups (성배의 에이스): 성배 묶음의 첫 번째 카드인 에이스는 새로운 감정적인 시작을 나타냅니다. 역방향으로 나오면, 감정적인 불만족이나 충족되지 못한 욕구가 있을 수 있습니다. 관계에서의 새로운 감정적인 시작이 지연되거나 어려울 수 있습니다.",1st성배 1역돈,2st성배 1역돈,3st성배 1역돈,1st성배 1역일,2st성배 1역일,3st성배 1역일
129,마이너,cups 2,성배 2,"교섭 결렬, 불신, 배신감, 뜻이 맞지 않음",역방향,Two of Cups (사랑의 둘): 과거에는 협력이나 관계에서 조화를 이루는 데 어려움을 겪었을 수 있습니다. 이로 인해 현재의 관계나 파트너십에 영향을 줄 수 있습니다.,"성배 2 - Two of Cups (성배의 투):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 관계에서 갈등이나 불화를 경험하고 있는 것을 나타냅니다. 사랑이나 관계에서 서로의 의견이 충돌하거나 어긋나는 경우가 있을 수 있으며, 감정적인 연결이 끊어질 수 있습니다. 이 카드는 관계에서 조화와 화합을 찾기 위해 노력해야 함을 상기시킵니다.","Two of Cups (성배의 둘): 이 카드가 역방향으로 나오면, 관계에서의 조화와 균형이 깨질 수 있습니다. 서로 간의 연결이 약화되거나 갈등이 생길 수 있으며, 서로에 대한 이해와 지지가 부족할 수 있습니다.",1st성배 2역돈,2st성배 2역돈,3st성배 2역돈,1st성배 2역일,2st성배 2역일,3st성배 2역일
130,마이너,cups 3,성배 3,"협상 실패, 불화, 의견이 안맞는, 절제되지 않는 감정",역방향,Three of Cups (사랑의 셋): 당신이 과거에는 사회적인 관계나 친구와의 연결을 충분히 즐기지 못했을 수 있습니다. 이로 인해 현재의 사회적 관계나 만족도에 영향을 줄 수 있습니다.,"성배 3 - Three of Cups (성배의 쓰리):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 사회적인 연결이나 친밀한 관계에서 어려움을 겪고 있는 것을 나타냅니다. 친구나 가족과의 관계에서 갈등이나 불화가 발생할 수 있으며, 쾌락과 축제의 분위기가 떨어질 수 있습니다. 이 카드는 조화와 함께 즐거움을 찾아야 함을 상기시킵니다.","Three of Cups (성배의 셋): 성배 묶음의 셋 번째 카드가 역방향으로 나오면, 친밀한 관계나 친구들과의 연결에 문제가 생길 수 있습니다. 관계에서의 축복과 기쁨이 감소하고, 갈등이나 불화가 생길 수 있습니다.",1st성배 3역돈,2st성배 3역돈,3st성배 3역돈,1st성배 3역일,2st성배 3역일,3st성배 3역일
131,마이너,cups 4,성배 4,"변화가 생기는, 인식의 전환, 현실에 대한 불만",역방향,Four of Cups (사랑의 넷): 과거에는 만족스러운 관계나 사랑의 제안을 거부했거나 무시했을 수 있습니다. 이로 인해 현재의 관계나 기회를 놓칠 수 있습니다.,"성배 4 - Four of Cups (성배의 포):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 감정적인 무관심이나 불만족을 경험하고 있는 것을 나타냅니다. 주변의 축복이나 기회를 무시하거나 감사하지 못할 수 있으며, 내면적인 불만이나 빈곤감을 느낄 수 있습니다. 이 카드는 새로운 관점을 찾고 더 나은 감사의 마음을 가질 필요성을 상기시킵니다.","Four of Cups (성배의 넷): 역방향으로 나온 경우, 관계에서의 만족도나 충족감이 감소할 수 있습니다. 감정적인 만족을 찾기 어려울 수 있으며, 관계에서의 무관심이나 실망이 나타날 수 있습니다.",1st성배 4역돈,2st성배 4역돈,3st성배 4역돈,1st성배 4역일,2st성배 4역일,3st성배 4역일
132,마이너,cups 5,성배 5,"고통에서 벗어나는, 과거에서 벗어나는",역방향,Five of Cups (사랑의 다섯): 과거에는 실망이나 손실을 경험했을 수 있습니다. 이로 인해 현재의 감정적인 부진이나 슬픔에 영향을 줄 수 있습니다.,"성배 5 - Five of Cups (성배의 파이브):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 과거의 아픔이나 손실에서 벗어나고 있는 것을 나타냅니다. 절망과 비관주의에서 벗어나 자신의 삶에 새로운 희망을 발견하고 있습니다. 이 카드는 실망과 슬픔을 극복하고 새로운 시작을 향해 나아가는 것을 나타냅니다.","Five of Cups (성배의 다섯): 이 카드가 역방향으로 나오면, 과거의 상처나 실망을 극복하고 새로운 희망을 찾을 준비가 되어있을 수 있습니다. 관계에서의 회복과 재생이 시작될 수 있으며, 새로운 가능성을 찾아 나아갈 수 있습니다.",1st성배 5역돈,2st성배 5역돈,3st성배 5역돈,1st성배 5역일,2st성배 5역일,3st성배 5역일
133,마이너,cups 6,성배 6,"나쁜 소식, 안 좋은 소식, 지나친 과거 집착",역방향,Six of Cups (사랑의 여섯): 당신의 과거에는 어린 시절의 기억이나 과거의 연인에 대한 애정에 매달려 있었을 수 있습니다. 이로 인해 현재의 관계나 성숙함에 영향을 줄 수 있습니다.,"성배 6 - Six of Cups (성배의 식스):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 과거의 기억이나 추억에 과도하게 머물러 있거나 갇혀있는 것을 나타냅니다. 과거에 사로잡혀 현재의 경험을 통한 성장이나 변화를 방해하고 있을 수 있습니다. 이 카드는 과거를 놓고 현재와 미래를 향해 나아가는 것이 중요함을 상기시킵니다.","Six of Cups (성배의 여섯): 성배 묶음의 여섯 번째 카드가 역방향으로 나오면, 과거의 기억이나 유대가 현재를 가로막을 수 있습니다. 관계에서의 과거의 영향이 줄어들거나 해소되지 않을 수 있으며, 새로운 시작을 위해 과거의 속박을 해방해야 할 수 있습니다.",1st성배 6역돈,2st성배 6역돈,3st성배 6역돈,1st성배 6역일,2st성배 6역일,3st성배 6역일
134,마이너,cups 7,성배 7,"잘못된 계획과 선택, 욕심만 많은, 압도 당하는, 유혹에 넘어가는",역방향,Seven of Cups (사랑의 일곱): 과거에는 꿈이나 욕망에 사로잡혀 현실을 인식하지 못한 경험이 있었을 수 있습니다. 이로 인해 현재의 관계나 목표 설정에 영향을 줄 수 있습니다.,"성배 7 - Seven of Cups (성배의 세븐):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 현실과 비현실 사이에서의 혼란이 해소되고 있는 것을 나타냅니다. 현실적인 목표나 욕구를 더 명확하게 정의하고, 비현실적인 꿈이나 욕망에 더 이상 얽매이지 않으려는 결심을 내리고 있습니다. 이 카드는 현실적인 관점과 목표 설정이 중요함을 상기시킵니다.","Seven of Cups (성배의 일곱): 이 카드가 역방향으로 나오면, 현실적인 목표나 선택을 실현하기 위해 현실을 직시하고 명확한 비전을 가질 준비가 되어 있는 것을 나타냅니다. 관계에서의 현실적인 목표와 결정을 위해 더 나은 방향을 찾을 수 있습니다.",1st성배 7역돈,2st성배 7역돈,3st성배 7역돈,1st성배 7역일,2st성배 7역일,3st성배 7역일
135,마이너,cups 8,성배 8,"떠나지 못하는, 미련이 남아 떠나지 못하는, 돌아오는",역방향,Eight of Cups (사랑의 여덟): 당신이 과거에는 관계에서 충족되지 않은 욕구나 실망을 경험했을 수 있습니다. 이로 인해 현재의 관계나 만족도에 영향을 줄 수 있습니다,"성배 8 - Eight of Cups (성배의 에잇):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 내면의 집중과 성장을 경험하고 있는 것을 나타냅니다. 내면의 탐구와 새로운 정신적인 여정에 관심을 기울이고 있으며, 과거의 감정적인 짐에서 벗어나고 새로운 경험을 추구하고 있습니다. 이 카드는 내면의 깊은 만족과 발전을 나타냅니다.","Eight of Cups (성배의 여덟): 역방향으로 나온 경우, 관계에서의 이탈이나 결별이 지연되거나 막힐 수 있습니다. 이탈을 위한 결정이나 변화가 더 많은 고민과 시간이 필요할 수 있으며, 관계에서의 고정관념이나 속박이 남아있을 수 있습니다.",1st성배 8역돈,2st성배 8역돈,3st성배 8역돈,1st성배 8역일,2st성배 8역일,3st성배 8역일
136,마이너,cups 9,성배 9,"자만, 허세, 착각, 불만족, 노력이나 준비의 부족",역방향,Nine of Cups (사랑의 아홉): 당신의 과거에는 연애에서 충족과 만족을 느끼지 못했을 수 있습니다. 이로 인해 현재의 관계나 자아 만족에 영향을 줄 수 있습니다.,"성배 9 - Nine of Cups (성배의 나인):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 내면의 만족과 충족을 찾고 있는 것을 나타냅니다. 자신의 욕구와 만족을 더욱 잘 이해하고, 내적인 풍요로움과 만족을 찾아가는 중입니다. 이 카드는 내면의 안정과 행복을 향한 진정한 발견을 나타냅니다.","Nine of Cups (성배의 아홉): 성배 묶음의 아홉 번째 카드가 역방향으로 나오면, 개인적인 만족과 충족감이 감소할 수 있습니다. 관계에서의 만족과 충족을 찾기 어려울 수 있으며, 감정적인 공백이나 불만족을 느낄 수 있습니다.",1st성배 9역돈,2st성배 9역돈,3st성배 9역돈,1st성배 9역일,2st성배 9역일,3st성배 9역일
137,마이너,cups 10,성배 10,"기대 이하, 불화, 불만족, 불안정, 즐겁지 않음",역방향,Ten of Cups (사랑의 열): 과거에는 가정이나 가족적인 만족을 찾지 못했을 수 있습니다. 이로 인해 현재의 가정이나 가족 관계에 영향을 줄 수 있습니다.,"성배 10 - Ten of Cups (성배의 텐):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 가정이나 가족에서의 만족과 행복을 경험하고 있는 것을 나타냅니다. 가정적인 안정과 행복에 대한 욕구가 충족되고 있으며, 가족 간의 화목한 관계를 형성하고 있습니다. 이 카드는 내면의 만족과 완전한 행복을 나타냅니다.","Ten of Wands (완드의 열): 이 카드가 역방향으로 나오면, 부담과 책임이 감소하거나 해소될 수 있습니다. 무거운 짐이나 부담을 덜 수 있으며, 미래에 대한 희망과 기대가 회복될 수 있습니다.",1st성배 10역돈,2st성배 10역돈,3st성배 10역돈,1st성배 10역일,2st성배 10역일,3st성배 10역일
138,마이너,cups Page,성배 시종,"어설픈, 자만하는, 감정조절이 되지 않는, 충동적인 선택",역방향,Page of Cups (사랑의 Page): 당신이 과거에는 연애에서 어리석은 행동이나 감정적인 불안정함을 경험했을 수 있습니다. 이로 인해 현재의 감정적인 안정성에 영향을 줄 수 있습니다.,"성배 페이지 - Page of Cups (성배의 페이지):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 감정적인 불안정성이나 불안감을 경험하고 있는 것을 나타냅니다. 감정을 표현하거나 이해하기 어려울 수 있으며, 감정적인 불안정으로 인해 의사 소통에 어려움을 겪을 수 있습니다. 이 카드는 감정적인 안정을 찾고 내면의 평화를 회복하기 위해 노력해야 함을 상기시킵니다.","Page of Wands (완드의 페이지): 역방향으로 나온 경우, 새로운 아이디어나 열정이 부족할 수 있습니다. 상상력과 창의력이 제한되거나 활용되지 않을 수 있으며, 새로운 기회를 놓치거나 탐험이 중단될 수 있습니다.",1st성배 시종역돈,2st성배 시종역돈,3st성배 시종역돈,1st성배 시종역일,2st성배 시종역일,3st성배 시종역일
139,마이너,cups Knight,성배 기사,"좋지 않은 제안, 남을 속이는, 배신, 허울만 좋은",역방향,Knight of Cups (사랑의 Knight): 과거에는 로맨틱한 욕망이나 이상에 사로잡혔을 수 있습니다. 이로 인해 현재의 관계나 목표에 영향을 줄 수 있습니다.,"성배 나이트 - Knight of Cups (성배의 나이트):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 감정적인 불안정성이나 비현실적인 상상에 사로잡힌 상태일 수 있습니다. 감정적인 탐험을 통해 현실을 피하거나 회피할 수 있으며, 현재 상황을 정확하게 평가하기 어려울 수 있습니다. 이 카드는 현실성을 유지하고 현재의 상황을 신중하게 평가해야 함을 상기시킵니다.","Knight of Wands (완드의 기사): 이 카드가 역방향으로 나오면, 활동성과 모험심이 줄어들거나 방향이 흐트러질 수 있습니다. 계획이 불안정하거나 목표를 향한 열정이 부족할 수 있으며, 급박한 결정이나 행동이 후회될 수 있습니다.",1st성배 기사역돈,2st성배 기사역돈,3st성배 기사역돈,1st성배 기사역일,2st성배 기사역일,3st성배 기사역일
140,마이너,cups Queen,성배 여왕,"자비롭지 못한, 앞과 뒤가 다른, 메마른 감성, 부정한",역방향,Queen of Cups (사랑의 Queen): 당신이 과거에는 자신의 감정에 충실하지 못했거나 감정적인 상처를 받았을 수 있습니다. 이로 인해 현재의 자기 사랑이나 관계에 영향을 줄 수 있습니다.,"성배 퀸 - Queen of Cups (성배의 퀸):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 감정적인 불안정성이나 감정적인 조절이 어려운 상태일 수 있습니다. 감정의 변화나 변덕스러운 감정을 경험할 수 있으며, 자신의 감정을 표현하거나 이해하는 데 어려움을 겪을 수 있습니다. 이 카드는 감정적인 안정과 균형을 찾는 노력이 필요함을 상기시킵니다.","Queen of Wands (완드의 여왕): 역방향으로 나온 경우, 자신의 열정이나 자신감이 퇴색될 수 있습니다. 목표를 향해 나아가는 데 자신감을 잃을 수 있으며, 통제력을 잃거나 주변의 영향에 쉽게 휘둘릴 수 있습니다.",1st성배 여왕역돈,2st성배 여왕역돈,3st성배 여왕역돈,1st성배 여왕역일,2st성배 여왕역일,3st성배 여왕역일
141,마이너,cups King,성배 왕,"신용할 수 없는, 불법적인, 남을 속이는, 친절하지 않은",역방향,King of Cups (사랑의 King): 과거에는 감정적인 안정을 찾지 못했을 수 있습니다. 이로 인해 현재의 관계나 자아 만족에 영향을 줄 수 있습니다.,"성배 남자 - King of Cups (성배의 킹):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 감정적인 억제나 감정적인 무감각함을 경험하고 있는 것을 나타냅니다. 감정을 억누르거나 숨기려는 경향이 있으며, 감정적인 표현이 부족할 수 있습니다. 이 카드는 감정의 표현과 소통을 통해 감정적인 연결을 강화해야 함을 상기시킵니다.","King of Wands (완드의 왕): 이 카드가 역방향으로 나오면, 지도력과 통찰력이 떨어질 수 있습니다. 목표를 향해 나아가는 데 필요한 결단력이나 지도력이 부족할 수 있으며, 충동적인 행동이 결과를 악화시킬 수 있습니다.",1st성배 왕역돈,2st성배 왕역돈,3st성배 왕역돈,1st성배 왕역일,2st성배 왕역일,3st성배 왕역일
142,마이너,pentacles 1,동전 1,"재물의 손해, 재산을 잃는, 물질적으로 큰 이익이 없는",역방향,Ace of Pentacles (땅의 Ace): 당신의 과거에는 재정적 보안이나 안정된 시작을 찾지 못했을 수 있습니다. 이로 인해 현재의 관계나 재정적 상황에 영향을 줄 수 있습니다.,"동전 1 - Ace of Pentacles (동전의 에이스):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 재정적인 안정이나 풍족함을 찾고 있는 것을 나타냅니다. 재정적인 문제나 불안함을 경험할 수 있으며, 새로운 경제적인 기회가 제공되지 않을 수 있습니다. 이 카드는 재정적인 안정과 풍족함을 찾기 위해 노력해야 함을 상기시킵니다.","Ace of Pentacles (동전의 에이스): 역방향으로 나온 경우, 새로운 재정 기회나 안정성에 대한 기대가 불확실할 수 있습니다. 투자나 재무 계획이 실패로 이어질 수 있으며, 경제적인 어려움이나 부족함을 나타낼 수 있습니다.",1st동전 1역돈,2st동전 1역돈,3st동전 1역돈,1st동전 1역일,2st동전 1역일,3st동전 1역일
143,마이너,pentacles 2,동전 2,"균형을 잃는, 한 쪽으로 쏠리는, 위태로운",역방향,Two of Pentacles (땅의 둘): 과거에는 관계나 재정적인 측면에서 균형을 유지하기 어려웠을 수 있습니다. 이로 인해 현재의 관계나 재정 관리에 영향을 줄 수 있습니다.,"동전 2 - Two of Pentacles (동전의 투):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 재정적인 문제나 균형을 유지하기 어려운 상황에 처해있을 수 있습니다. 재정적인 압력이나 어려움을 겪고 있을 수 있으며, 자원을 효율적으로 관리하지 못할 수 있습니다. 이 카드는 재정적인 안정과 균형을 찾는 노력이 필요함을 상기시킵니다.","Two of Pentacles (동전의 둘): 이 카드가 역방향으로 나온 경우, 현재 상황에서의 균형과 안정성이 부족할 수 있습니다. 여러 가지 의무나 선택 사항 사이에서 혼란스러울 수 있으며, 재무적인 문제가 발생할 수 있습니다.",1st동전 2역돈,2st동전 2역돈,3st동전 2역돈,1st동전 2역일,2st동전 2역일,3st동전 2역일
144,마이너,pentacles 3,동전 3,"의견이 안맞는, 타협되지 않는, 기술 부족",역방향,Three of Pentacles (땅의 셋): 당신이 과거에는 협력이나 공동 작업에서 어려움을 겪었을 수 있습니다. 이로 인해 현재의 관계나 협력에 영향을 줄 수 있습니다.,"동전 3 - Three of Pentacles (동전의 쓰리):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 협동적인 노력이나 협력이 부족한 상황에 놓여있을 수 있습니다. 팀워크나 협업에서 어려움을 겪거나, 상호간의 의사소통이 원활하지 않을 수 있습니다. 이 카드는 협력과 협동을 강화하고, 공동의 목표를 달성하기 위한 노력이 필요함을 상기시킵니다.","Three of Pentacles (동전의 셋): 역방향으로 나온 경우, 협력과 협업이 부족할 수 있으며, 프로젝트나 작업의 완성이 어려울 수 있습니다. 인정이나 보상을 받기 어려울 수 있으며, 전문성이나 기술적인 능력이 부족할 수 있습니다.",1st동전 3역돈,2st동전 3역돈,3st동전 3역돈,1st동전 3역일,2st동전 3역일,3st동전 3역일
